s_id,semester,leave_school_name,leave_dept_name,degree_now,第一題,第二題,第三題,第四題,第五題,第六題,第七題,第八題,第九題,第十題,第10題,第十一題,第十二題,第十三題,第十四題
9b60f232b0484f1da206f694e6803d69,103,管理學院,管理學院高階主管企管碩士班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,天然資源、食品與農業類*:*,否*:*,"約新臺幣150,001元至170,000元*:*",NULL,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,校內實務課程*:*專業知識、知能傳授*:*,有_進修_國內大專校院進修*:*,非常有幫助*:*,團隊合作能力*:*溝通表達能力*:*問題解決能力*:*
9ba9bf751faefca41c67383786389731,101,管理學院,工業管理研究所碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣85,001元以上*:*",境內_桃園市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*校內實務課程*:*,沒有*:*,NULL,溝通表達能力*:*團隊合作能力*:*外語能力*:*
9baf69f178ef62efd47e98e249520ed6,100,客家學院,客家社會文化研究所碩士班,碩士班,部分工時_家管/料理家務者(請跳答第13題)*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*創新能力*:*資訊科技應用能力*:*
9bb9dfece3959ad866a4dfe0dbf3f3fc,101,文學院,中國文學系碩士在職專班,碩士在職專班,部分工時_請問您1週工作時數約_小時*:*部分工時_非營利機構*:*,教育與訓練類*:*,否*:*,其他*:*,境內_新竹市*:*,NULL,非常符合*:*,不需要*:*,普通*:*,非常符合*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,人際互動能力*:*
9bc319b7cca765b9e2392093cc6636f3,100,理學院,化學學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,人際互動能力*:*溝通表達能力*:*持續學習能力*:*
9bc9d5aee91df881daaa1896f56b27de,104,工學院,化學工程與材料工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣46,001元至49,000元*:*",境內_新竹縣*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,建立同學及老師人脈*:*擔任研究或教學助理*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*持續學習能力*:*
9bca7b0653618889bd5d20bf5b28bca2,105,資訊電機學院,資訊工程學系,學士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,尋找工作中_目前已花多久時間找工作_約1個月以內*:*其他：不想找工作、生病…＿＿＿＿*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*團隊合作能力*:*人際互動能力*:*
9be315fafc398957f2e843646edeabf6,104,文學院,法國語文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,是_轉換工作主要的原因_工作具挑戰性及自主性*:*,"約新臺幣52,001元至55,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,非常不符合*:*,NULL,語言學習*:*,有_進修_出國進修*:*,普通*:*,持續學習能力*:*創新能力*:*問題解決能力*:*
9bef0cce12b8f26f2258e4ce2f1960ba,105,地球科學學院,大氣科學學系,學士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,建立同學及老師人脈*:*語言學習*:*專業知識、知能傳授*:*,沒有*:*,NULL,創新能力*:*問題解決能力*:*工作紀律、責任感及時間管理能力*:*
9c023f97d56ce3d5fca707c9e9e87b41,105,文學院,中國文學系碩士班,碩士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_新竹市*:*,NULL,普通*:*,不需要*:*,普通*:*,普通*:*,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*參與國際交流活動*:*,沒有*:*,NULL,問題解決能力*:*資訊科技應用能力*:*溝通表達能力*:*
9c027bbe7cc609988756abab38b64115,105,管理學院,工業管理研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣46,001元至49,000元*:*",境內_台中市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,語言學習*:*專業知識、知能傳授*:*社團活動*:*,有_準備考試或其他證照_語言證照*:*,非常有幫助*:*,問題解決能力*:*工作紀律、責任感及時間管理能力*:*團隊合作能力*:*
9c049ab829b6e8b389e490132fd5bf35,100,工學院,土木工程學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,建築營造類*:*,否*:*,"約新臺幣85,001元以上*:*",境內_台中市*:*,NULL,非常符合*:*,需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,沒有*:*,NULL,問題解決能力*:*創新能力*:*溝通表達能力*:*
9c0b7337b05434edac108a1826c1b2c8,101,管理學院,人力資源管理研究所碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣40,001元至45,000元*:*",境內_基隆市*:*,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,沒有*:*,NULL,創新能力*:*溝通表達能力*:*問題解決能力*:*
9c1950fc0053c1bdaf4430d8c9b58ec1,105,客家學院,客家語文暨社會科學學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣34,001元至37,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,不符合*:*,NULL,語言學習*:*參與國際交流活動*:*,有_準備考試或其他證照_語言證照*:*,非常有幫助*:*,團隊合作能力*:*溝通表達能力*:*創新能力*:*
9c1dfb8eccb2f2e7096d6b230b63b053,102,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣34,001元至37,000元*:*",境內_台北市*:*,NULL,符合*:*,需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*社團活動*:*校內實務課程*:*,有_準備考試或其他證照_金融證照*:*,非常有幫助*:*,資訊科技應用能力*:*溝通表達能力*:*持續學習能力*:*
9c38365e6057df299e3dd6bee5a82cc6,104,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,是_轉換工作主要的原因_工作具挑戰性及自主性*:*,"約新臺幣46,001元至49,000元*:*",境內_新竹市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,校外業界實習*:*專業知識、知能傳授*:*語言學習*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,問題解決能力*:*溝通表達能力*:*人際互動能力*:*
9c43b98aec3b6483458f2c64af6afeaf,103,管理學院,管理學院高階主管企管碩士班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_工作具挑戰性及自主性*:*,"約新臺幣100,001元至110,000元*:*",境外_亞洲（香港、澳門、大陸地區）*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,校外業界實習*:*專業知識、知能傳授*:*校內實務課程*:*,有_進修_國內大專校院進修*:*,普通*:*,問題解決能力*:*人際互動能力*:*創新能力*:*
9c48616ebd39fe58f12335cfa2d6f694,103,工學院,土木工程學系,學士班,全職工作_政府部門（含職業軍人）*:*,建築營造類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",NULL,NULL,不符合*:*,不需要*:*,非常不滿意*:*,非常不符合*:*,NULL,校外業界實習*:*社團活動*:*,沒有*:*,NULL,人際互動能力*:*其他(請敘明)*:*團隊合作能力*:*
9c5545b503e4ee1809e0e40b5f0b3120,104,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企業經營管理類*:*,否*:*,"約新臺幣55,001元至60,000元*:*",境內_台北市*:*,NULL,普通*:*,需要*:*,非常滿意*:*,符合*:*,NULL,校外業界實習*:*專業知識、知能傳授*:*校內實務課程*:*,有_準備考試或其他證照_金融證照*:*有_進修_出國進修*:*,普通*:*,工作紀律、責任感及時間管理能力*:*團隊合作能力*:*溝通表達能力*:*
9c588e001fbec357f2f4153a90b190c0,105,文學院,中國文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,司法、法律與公共安全類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",境內_台北市*:*,NULL,符合*:*,需要*:*,非常滿意*:*,不符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*社團活動*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*團隊合作能力*:*
9c7050c88d33731d57420d0a91c79c6d,101,資訊電機學院,通訊工程學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*團隊合作能力*:*持續學習能力*:*
9c9096cc8993d1459e28f0fe2ba1025e,103,管理學院,企業管理學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,準備考試_公務人員*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,創新能力*:*持續學習能力*:*
9c96604d9c6857b8eec3e9b290917abf,103,太空及遙測研究中心,遙測科技碩士學位學程,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",NULL,NULL,符合*:*,不需要*:*,滿意*:*,尚可*:*,NULL,語言學習*:*專業知識、知能傳授*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*團隊合作能力*:*
9ca2fd1e36d5a63859b1293f8efa7f73,102,太空及遙測研究中心,遙測科技碩士學位學程,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",境內_高雄市*:*,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*語言學習*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*團隊合作能力*:*
9ca3fb559831b24520096cd65fee880f,104,管理學院,工業管理研究所碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣55,001元至60,000元*:*",境內_桃園市*:*,NULL,普通*:*,不需要*:*,非常滿意*:*,符合*:*,NULL,建立同學及老師人脈*:*,沒有*:*,非常有幫助*:*,問題解決能力*:*外語能力*:*溝通表達能力*:*
9cabc7c32c150bad01cba77bd6493ccb,103,文學院,中國文學系,學士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,教育與訓練類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣34,001元至37,000元*:*",NULL,NULL,符合*:*,需要*:*,普通*:*,符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_教師證*:*,普通*:*,外語能力*:*溝通表達能力*:*
9cb01d6e5d463b553402eca5247a551c,103,生醫理工學院,生命科學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,建築營造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣46,001元至49,000元*:*",NULL,NULL,尚可*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,其他訓練*:*,沒有*:*,NULL,溝通表達能力*:*創新能力*:*問題解決能力*:*
9cb3a670adec87720a4017d0019e681f,100,管理學院,企業管理學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣40,001元至45,000元*:*",境內_高雄市*:*,NULL,符合*:*,不需要*:*,普通*:*,符合*:*,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*其他訓練*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,問題解決能力*:*外語能力*:*溝通表達能力*:*
9cb3e6e3b85beb9506e4cb5d427c15fc,101,理學院,理學院學士班,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,團隊合作能力*:*人際互動能力*:*溝通表達能力*:*
9cbca976859829974be0546cd48f33eb,103,管理學院,資訊管理學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣90,001元至95,000元*:*",NULL,NULL,符合*:*,需要*:*,普通*:*,非常符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*校內實務課程*:*,有_準備考試或其他證照_金融證照*:*,有點幫助*:*,人際互動能力*:*
9ccb2a9aa85e20d750b564214d20b4b3,100,理學院,化學學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣45,001元至50,000元*:*",境內_新竹市*:*,NULL,尚可*:*,不需要*:*,非常滿意*:*,尚可*:*,NULL,建立同學及老師人脈*:*擔任研究或教學助理*:*語言學習*:*,沒有*:*,NULL,工作紀律、責任感及時間管理能力*:*
9ccee48d5cee5b1b6bd68a5f57d0e314,100,理學院,物理學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,在升學中或進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*工作紀律、責任感及時間管理能力*:*問題解決能力*:*
9cd72624a7b8cb935cb57d8a44f5eab3,100,工學院,機械工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,是_轉換工作主要的原因_可累積不同工作經驗*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,普通*:*,符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_其他*:*,普通*:*,外語能力*:*人際互動能力*:*溝通表達能力*:*
9cdcf893afb87631b32d5096e51ee024,100,管理學院,產業經濟研究所碩士在職專班,碩士在職專班,全職工作_政府部門（含職業軍人）*:*,醫療保健類*:*,否*:*,"約新臺幣60,001元至65,000元*:*",境內_桃園市*:*,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*,沒有*:*,NULL,外語能力*:*溝通表達能力*:*人際互動能力*:*
9ce153cfbf7ec5616252e5c0fd3e4daa,105,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",境內_新竹市*:*,NULL,普通*:*,不需要*:*,非常滿意*:*,普通*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,人際互動能力*:*持續學習能力*:*
9d0401b65c4986a342d5682c9e69033e,103,工學院,土木工程學系碩士班,碩士班,全職工作_政府部門（含職業軍人）*:*,科學、技術、工程、數學類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣46,001元至49,000元*:*",NULL,NULL,非常符合*:*,需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*校內實務課程*:*,有_準備考試或其他證照_金融證照*:*,有點幫助*:*,人際互動能力*:*團隊合作能力*:*溝通表達能力*:*
9d0e10f6b83d80fa339d8b0029d21906,101,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,是_轉換工作主要的原因_家庭因素*:*,"約新臺幣55,001元至60,000元*:*",境內_台北市*:*,NULL,尚可*:*,需要*:*,滿意*:*,尚可*:*,NULL,校外業界實習*:*參與國際交流活動*:*語言學習*:*,有_準備考試或其他證照_國家考試*:*,有點幫助*:*,人際互動能力*:*團隊合作能力*:*問題解決能力*:*
9d0e58c46a6c168edf0f3fba74bb1447,104,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣49,001元至52,000元*:*",境內_桃園市*:*,NULL,符合*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,語言學習*:*專業知識、知能傳授*:*,有_準備考試或其他證照_其他*:*有_準備考試或其他證照_電腦認證*:*,有點幫助*:*,溝通表達能力*:*工作紀律、責任感及時間管理能力*:*問題解決能力*:*
9d1081c7f9f1a4d38b83688bd284f5d3,105,文學院,法國語文學系碩士班,碩士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*創新能力*:*團隊合作能力*:*
9d10a06e5f9095f38c322b2016961247,105,管理學院,資訊管理學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣120,001元至130,000元*:*",境內_新竹市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*校內實務課程*:*,沒有*:*,NULL,資訊科技應用能力*:*問題解決能力*:*
9d10f7431da6279cd73c9e033844007c,103,文學院,中國文學系碩士班,碩士班,部分工時_學校（包括公立及私立大學、高中、高職、國中小…等）*:*部分工時_請問您1週工作時數約_小時*:*,教育與訓練類*:*,否*:*,"約新臺幣22,000元以下*:*",NULL,NULL,尚可*:*,需要*:*,普通*:*,非常符合*:*,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*,有_進修_國內大專校院進修*:*,普通*:*,人際互動能力*:*溝通表達能力*:*團隊合作能力*:*
9d1c8442e3e1278c47adee340c4bc454,102,工學院,土木工程學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,準備考試_證照*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,持續學習能力*:*外語能力*:*溝通表達能力*:*
9d202973b1b9171907271168655998ea,100,地球科學學院,水文與海洋科學研究所碩士班,碩士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,尋找工作中_到現在還在尋找工作的最大可能原因為何_沒有工作機會*:*尋找工作中_目前已花多久時間找工作_約6個月以上*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,創新能力*:*資訊科技應用能力*:*
9d221284132aeaf31fa384cdf5abc1e0,101,客家學院,法律與政府研究所碩士班,碩士班,全職工作_非營利機構*:*,個人及社會服務類*:*,否*:*,"約新臺幣34,001元至37,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*校外業界實習*:*校內實務課程*:*,沒有*:*,NULL,溝通表達能力*:*創新能力*:*
9d2a6a698ff679fc12aacafcbfdc2229,103,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",NULL,NULL,符合*:*,不需要*:*,普通*:*,尚可*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,人際互動能力*:*持續學習能力*:*
9d4f8e6963bdf6822b51d19d63ff0768,102,管理學院,財務金融學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,在升學中或進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,問題解決能力*:*持續學習能力*:*外語能力*:*
9d576997dae1f7d6408fe26ca5b1b932,100,文學院,英美語文學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,尋找工作中_到現在還在尋找工作的最大可能原因為何_與所學不符*:*尋找工作中_目前已花多久時間找工作_約1個月以上至2個月內*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,團隊合作能力*:*溝通表達能力*:*問題解決能力*:*
9d5997ef27e93423350a791ee400fcc5,100,工學院,機械工程學系博士班,博士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣55,001元至60,000元*:*",境內_台北市*:*,NULL,非常符合*:*,不需要*:*,普通*:*,符合*:*,NULL,建立同學及老師人脈*:*擔任研究或教學助理*:*專業知識、知能傳授*:*,有_準備考試或其他證照_技術士證照*:*,普通*:*,團隊合作能力*:*溝通表達能力*:*人際互動能力*:*
9d6c32896f9d86c3bd12d700c2340b30,101,理學院,物理學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,在升學中或進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,創新能力*:*外語能力*:*溝通表達能力*:*
9d780c32258d620dcd8bb62aa26455f5,103,管理學院,財務金融學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣46,001元至49,000元*:*",NULL,NULL,符合*:*,不需要*:*,滿意*:*,尚可*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_金融證照*:*,沒有幫助*:*,問題解決能力*:*溝通表達能力*:*外語能力*:*
9d83c5b5adaef8fc814e0e1b12526323,105,工學院,材料科學與工程研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣46,001元至49,000元*:*",境內_桃園市*:*,NULL,普通*:*,不需要*:*,非常滿意*:*,不符合*:*,NULL,建立同學及老師人脈*:*校外業界實習*:*社團活動*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*人際互動能力*:*
9d84cd043d5088dadfbd8aee81106c0a,101,理學院,理學院學士班,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣85,001元以上*:*",境內_桃園市*:*,NULL,不符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*社團活動*:*語言學習*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,團隊合作能力*:*外語能力*:*溝通表達能力*:*
9d8521cab2b24133cf6f0c8d18080b78,102,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_政府部門（含職業軍人）*:*,資訊科技類*:*,是_轉換工作主要的原因_學習成長機會較多*:*,"約新臺幣52,001元至55,000元*:*",境內_台中市*:*,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*校內實務課程*:*,沒有*:*,NULL,問題解決能力*:*持續學習能力*:*
9d85a859e7c3f1c7e7cfbd838bfcb862,105,工學院,土木工程學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,建築營造類*:*,是_轉換工作主要的原因_可累積不同工作經驗*:*,"約新臺幣43,001元至46,000元*:*",境內_台南市*:*,NULL,符合*:*,需要*:*,滿意*:*,符合*:*,NULL,建立同學及老師人脈*:*校內實務課程*:*專業知識、知能傳授*:*,有_進修_國內大專校院進修*:*,非常有幫助*:*,資訊科技應用能力*:*問題解決能力*:*外語能力*:*
9d87766bdc64c02035952e27d2a7d531,101,理學院,數學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,在升學中或進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,團隊合作能力*:*問題解決能力*:*溝通表達能力*:*
9d88ed28d82d7ba23839f257682797af,104,文學院,英美語文學系碩士班,碩士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣70,001元至75,000元*:*",境內_桃園市*:*,NULL,符合*:*,需要*:*,滿意*:*,符合*:*,NULL,語言學習*:*專業知識、知能傳授*:*,有_準備考試或其他證照_語言證照*:*有_準備考試或其他證照_教師證*:*,非常有幫助*:*,問題解決能力*:*持續學習能力*:*工作紀律、責任感及時間管理能力*:*
9d90353f56c2772386b4b5ef937c5adc,100,理學院,化學學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣45,001元至50,000元*:*",境內_高雄市*:*,NULL,尚可*:*,不需要*:*,普通*:*,尚可*:*,NULL,擔任研究或教學助理*:*專業知識、知能傳授*:*建立同學及老師人脈*:*,有_準備考試或其他證照_其他*:*,有點幫助*:*,創新能力*:*問題解決能力*:*外語能力*:*
9d9181df820728097dff66d6fcf78585,101,地球科學學院,地球科學學系地球物理碩士班,碩士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,科學、技術、工程、數學類*:*,是_轉換工作主要的原因_與個人在校所學專業知識符合*:*,"約新臺幣34,001元至37,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,校內實務課程*:*專業知識、知能傳授*:*建立同學及老師人脈*:*,沒有*:*,NULL,人際互動能力*:*持續學習能力*:*溝通表達能力*:*
9d99d322c2388573a566c798f967792a,104,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",境內_新北市*:*,NULL,符合*:*,需要*:*,滿意*:*,非常符合*:*,NULL,擔任研究或教學助理*:*建立同學及老師人脈*:*校內實務課程*:*,有_準備考試或其他證照_金融證照*:*,非常有幫助*:*,外語能力*:*團隊合作能力*:*工作紀律、責任感及時間管理能力*:*
9d9c7fc45cd2896cc4ea797ccefbd176,104,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣52,001元至55,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,語言學習*:*建立同學及老師人脈*:*擔任研究或教學助理*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,資訊科技應用能力*:*工作紀律、責任感及時間管理能力*:*持續學習能力*:*
9d9ca4b8e99ec58a72b541180cd71c51,100,工學院,土木工程學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,準備考試_證照*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,工作紀律、責任感及時間管理能力*:*其他(請敘明)*:*溝通表達能力*:*
9da4fd97143fe5bc8350333f0b71cfe7,102,文學院,學習與教學研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣31,001元至34,000元*:*",境內_新北市*:*,NULL,尚可*:*,不需要*:*,普通*:*,尚可*:*,NULL,志工服務、服務學習*:*社團活動*:*專業知識、知能傳授*:*,沒有*:*,NULL,人際互動能力*:*持續學習能力*:*溝通表達能力*:*
9da5b15840f835d61dc8f52abaa56f14,105,資訊電機學院,資訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_台中市*:*,NULL,非常符合*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,社團活動*:*校外業界實習*:*,沒有*:*,NULL,團隊合作能力*:*人際互動能力*:*溝通表達能力*:*
